"","x"
"1",0
"2",0
"3",0.238085554983604
"4",-1.16430312916419
"5",-1.95356786082193
"6",-3.46173301221602
"7",-4.77722779171971
"8",-6.14249179200109
"9",-7.096083024766
"10",-7.67086701804967
"11",-8.34367998162976
"12",-8.44193197429944
"13",-8.21505568972649
"14",-7.36590526449759
"15",-6.8012014186609
"16",-6.77063604388883
"17",-6.26565832674837
"18",-5.63110938220752
"19",-4.50400600280157
"20",-3.86849068067207
"21",-3.46308944522819
"22",-2.37647364140612
"23",-1.13329542209127
"24",0.112013336355091
"25",0.791981959128083
"26",2.1827201416954
"27",2.95302905695334
"28",4.07690599580321
"29",4.96176392321884
"30",6.07440156268119
"31",7.45222435538813
"32",8.10705943160606
"33",9.31416956662682
"34",9.24074118585358
"35",9.64005279194473
"36",9.21865156485019
"37",9.95604237441571
"38",9.97327833252308
"39",11.2841403524318
"40",12.0619916030934
"41",14.9274066736106
"42",18.086914650863
"43",22.2731293913338
"44",27.2723295828164
"45",32.190770337533
"46",38.014351718445
"47",42.4947258606421
"48",47.2254050660169
"49",51.0756852698295
"50",55.22208105936
"51",58.5211576965509
"52",61.9644957423449
"53",65.4342890181276
"54",69.9469768041114
"55",74.57224075052
"56",79.8005793155352
"57",84.3981546392615
"58",88.5223801071316
"59",91.3506354089383
"60",93.626809017795
"61",94.6671005224847
"62",95.3402618911478
"63",94.9775620999548
"64",95.8411384318253
"65",95.9117086974929
"66",97.7584372699497
"67",98.5836094772558
"68",100.727780377778
"69",102.190188217712
"70",104.663998942865
"71",106.645423615687
"72",108.814833828131
"73",110.559807015293
"74",113.315597662161
"75",115.897627149952
"76",118.846836784846
"77",120.981605642618
"78",124.419083453883
"79",126.860974763523
"80",130.418816341179
"81",132.074675518521
"82",135.386517853222
"83",137.579608404712
"84",140.696557756321
"85",143.302244448733
"86",146.497890585676
"87",149.584972356016
"88",153.521757384382
"89",156.078983662507
"90",159.904311526236
"91",162.7192641408
"92",166.186347117507
"93",169.180307133119
"94",171.567186164559
"95",173.798259397627
"96",175.647358669702
"97",177.20278779248
"98",178.567535900575
"99",180.35642981937
"100",182.843934304491
"101",186.680159679705
"102",190.428179250332
"103",195.624752730689
"104",200.281941789437
"105",205.79018460167
