"","x"
"1",4.48354328718583
"2",5.47951688291012
"3",3.13927124770199
"4",1.50881912467743
"5",1.04251848514504
"6",-0.967977968683652
"7",-3.96703821089724
"8",-3.1106761435074
"9",-3.6060651217273
"10",-1.27705458966512
"11",-0.743362220933479
"12",-0.609528573479041
"13",-0.491890629089288
"14",-1.79933509702262
"15",-2.11946533735168
"16",-3.61580095999221
"17",-1.50705652405883
"18",-2.43731599273111
"19",-0.661892597367126
"20",-2.09654839488017
"21",-0.523573701602736
"22",0.629077505502996
"23",2.51737028230091
"24",2.92844287568259
"25",3.52104361249671
"26",3.20145453615091
"27",4.62982755098724
"28",5.13090843680566
"29",5.21124694020151
"30",3.89482193882029
"31",2.0294084536007
"32",0.36804520885026
"33",-1.27215735815996
"34",-2.87002134121991
"35",-3.78764006410278
"36",-2.39902393647011
"37",-2.35779706962668
"38",-2.91564647620641
"39",-3.30452208890148
"40",-1.45162229784144
"41",-0.700920722840737
"42",-0.0886057799713255
"43",0.547154277114072
"44",0.847750932923208
"45",0.37652798579034
"46",0.557759382532894
"47",0.653849689707121
"48",0.284315319008478
"49",0.678255118983962
"50",2.04872135347816
"51",2.13093544699944
"52",1.33954857390279
"53",0.327150004353168
"54",1.83755681226191
"55",1.16607171419096
"56",0.159704243050354
"57",-0.814168662140128
"58",-3.10784617555109
"59",-2.33259983003602
"60",-4.540661182133
"61",-5.37400625450899
"62",-3.39697413284379
"63",-2.48093875380823
"64",0.528277826161564
"65",-0.28021815357853
"66",0.516394571587508
"67",0.978636435547295
"68",1.2777304390777
"69",2.33176448791355
"70",1.77573490832872
"71",2.21957015896528
"72",0.39263481825763
"73",1.74386595512682
"74",-0.383487505584773
"75",-1.82632034944831
"76",-0.571038737557313
"77",-0.316948623400569
"78",-0.347766547050976
"79",-0.1904412158811
"80",1.29096484197323
"81",0.669787989364963
"82",2.10006099209833
"83",1.80206739683209
"84",0.995167200646828
"85",1.02344757274956
"86",1.36020164868729
"87",0.555701068323721
"88",0.653989915327047
"89",0.139354831456511
"90",-0.401626342423018
"91",-0.533524718581776
"92",-0.235584591047898
"93",0.350360890863765
"94",1.0841050266382
"95",0.943352405505917
"96",1.28810309176811
"97",1.57912093478557
"98",2.54154786764385
"99",4.56075124266748
"100",4.03090035400928
"101",4.11299131915112
"102",4.90917219521446
"103",1.5475211789385
"104",0.514385047591021
"105",-1.21024154177817
"106",-1.38944749498396
"107",-3.43327865768868
"108",-3.70561181754793
"109",-4.26047487757794
"110",-3.54010741774218
"111",-2.02607763278754
"112",-0.99035836810516
"113",-1.05823827402499
"114",0.411459278712396
"115",0.202400885648672
"116",1.86552275286881
"117",1.54747821350917
"118",3.3720194599895
"119",2.40884886861572
"120",3.3348152122141
"121",2.25393517963127
"122",0.828010456427712
"123",-0.573167825795125
"124",-1.18202796534204
"125",-2.44087440473919
"126",-3.20450331586379
"127",-3.87937142769927
"128",-4.64905815201396
"129",-4.70529109807419
"130",-3.93093998275857
"131",-0.461663570494756
"132",-0.0923124585840065
"133",3.31488296708097
"134",0.383599337531179
"135",1.79742824875116
"136",0.285985018305595
"137",0.638486077819745
"138",0.61460482336643
"139",0.615551152933234
"140",0.605123065515505
"141",0.0969374447544576
"142",0.391030315716106
"143",-0.136832355851748
"144",0.490407668888422
"145",0.0208776128624671
"146",0.776029320579833
"147",-0.149168212998372
"148",0.0754143449417954
"149",1.51106938356562
"150",1.19936716046041
"151",0.113458711268571
"152",-0.448280897621487
"153",-0.0202900735718276
"154",-0.236530781989345
"155",1.30135529551395
"156",0.871926087056552
"157",0.83138322762686
"158",0.60917938967062
"159",2.27867129420962
"160",1.1486379499894
"161",1.43138947486254
"162",2.43847475340217
"163",3.22170927773674
"164",3.49767035305543
"165",3.69345472756678
"166",2.03020629137966
"167",1.12469805102703
"168",0.176333673156533
"169",-0.432264236305522
"170",0.961259114697531
"171",1.06299854788681
"172",1.11172189501762
"173",0.38403830355621
"174",1.20374232909342
"175",1.61971688049884
"176",-0.761289296686605
"177",-1.16739190922468
"178",-0.437414058741007
"179",-0.854509287060917
"180",0.704121791879806
"181",1.61539357208503
"182",3.2258642393148
"183",4.78924186025127
"184",6.46210355345458
"185",6.95542474109639
"186",6.38605534523026
"187",5.10663263450919
"188",4.20900116363814
"189",4.21946892871921
"190",2.7952000480126
"191",2.39117918321416
"192",-0.00221916552013623
"193",0.72990043186045
"194",-0.156233955509758
"195",0.0238433984142946
