"","x"
"1",0.09105181488734
"2",0.930200598563555
"3",0.7920117799003
"4",1.50862350972344
"5",-1.85418259717456
"6",-0.306032009900571
"7",-0.655521822167911
"8",0.827892845309635
"9",0.830118477228332
"10",0.0060077957504876
"11",-1.34082114665538
"12",-0.14707063958879
"13",-1.5000429194949
"14",2.37493102217645
"15",-1.49217015290986
"16",1.76829178869204
"17",-0.414376297168278
"18",1.59005225776519
"19",-0.996279519449331
"20",-0.243470464028947
"21",-1.45614764517867
"22",0.294638905986085
"23",1.44917304420197
"24",1.98757294074423
"25",2.61280483082638
"26",2.40877972727173
"27",-0.261475261822967
"28",-0.0153586589156729
"29",-2.31306036185396
"30",-0.664989324132134
"31",0.13950455954689
"32",0.0458770572277034
"33",2.54170237620289
"34",-0.751509490528026
"35",2.28328472227523
"36",-2.5697126787914
"37",0.302625679492674
"38",-1.13354190713428
"39",0.727947987504845
"40",2.27222014607985
"41",2.38008349130707
"42",3.43737409760222
"43",2.1681282131221
"44",3.27787316022661
"45",0.0520896644826537
"46",2.94426527268608
"47",-0.0572345531771696
"48",4.24171933451333
"49",0.0334043626826347
"50",3.01070230488734
"51",-0.707110036024229
"52",0.839593073217986
"53",-0.186687648182185
"54",-0.085540721526173
"55",-2.28229872129049
"56",-2.03080541270846
"57",-4.05302745299405
"58",-1.53280332435551
"59",-1.01335468694545
"60",2.33694653372516
"61",4.13799125357468
"62",4.24985132582279
"63",6.043335215798
"64",3.21275005354509
"65",5.0994240885259
"66",3.03122994284777
"67",4.61280467019604
"68",1.1967971564152
"69",2.30085407981446
"70",-0.327773966349849
"71",0.512449426954354
"72",0.343739882100523
"73",-1.99758151463268
"74",-1.4047388514753
"75",-2.53596343765599
"76",-0.515614617396762
"77",-0.33634070862144
"78",0.960670628813915
"79",0.114748909308898
"80",-1.15118821779239
"81",-2.1996268452071
"82",-2.56227112895603
"83",-2.24140997502181
"84",-2.85829513006059
"85",-3.04378029038751
"86",-3.32869191126583
"87",-1.34553450782634
"88",0.134849720434973
"89",1.26632489003299
"90",-0.203374155110608
"91",-1.66577957754909
"92",-3.89778469372858
"93",-1.6395719350924
"94",-2.14046277882808
"95",0.392291778720417
"96",-0.230050143847828
"97",-0.483957003353624
"98",-1.74735051591602
"99",-1.82330591666384
"100",-1.73738461068806
"101",0.0770039019391255
"102",-0.788597134227668
"103",-0.669139654738492
